0.4           	5	0.0
0.0           	3	0.0
0.45          	3	0.075
0.483333333333	4	0.216666666667
0.0           	0	0.0
0.0           	2	0.0
0.0           	5	0.0
0.535714285714	1	0.357142857143
0.533333333333	2	0.383333333333
0.0           	5	0.0
0.0           	0	0.0
0.5           	2	0.5
0.5           	2	0.0
0.383333333333	1	-0.05
0.383333333333	3	-0.05
0.85          	2	0.25
0.35          	1	0.35
0.0           	2	0.0
0.0           	4	0.0
0.766666666667	2	-0.366666666667
0.166666666667	0	-0.183333333333
0.0           	2	0.0
0.0           	1	0.0
0.642857142857	2	0.292857142857
0.0           	0	0.0
0.0           	5	0.0
0.288888888889	2	-0.155555555556
0.0           	0	0.0
0.333333333333	4	0.166666666667
0.0           	9	0.0
0.683333333333	2	-0.166666666667
0.0           	0	0.0
0.166666666667	3	-0.166666666667
0.0           	3	0.0
0.75          	2	-0.125
0.0           	4	0.0
0.0           	1	0.0
0.0           	2	0.0
0.0           	1	0.0
0.5           	1	0.25
0.1           	7	0.3
1.0           	2	0.625
0.4375        	1	-0.2125
0.55          	4	0.0
0.4           	0	0.2
0.360714285714	1	0.275
0.796296296296	7	0.0
1.0           	2	-1.0
0.0           	1	0.0
0.0           	1	0.0
0.423333333333	2	-0.06
0.82962962963 	2	0.333333333333
0.6           	3	0.0
0.383333333333	1	-0.04375
0.45          	1	-0.00714285714286
0.15          	5	-0.158333333333
0.6           	2	0.7
0.0           	1	0.0
0.441666666667	2	-0.15
0.0           	2	0.0
0.744444444444	2	0.244444444444
0.0           	2	0.0
0.0           	2	0.0
0.5           	3	0.0
0.785714285714	2	0.303571428571
0.777777777778	3	0.0888888888889
0.0           	1	0.0
0.925         	3	-0.25
0.54          	3	0.16
0.54          	3	0.16
0.3           	3	0.1
0.0           	1	0.0
0.0           	0	0.0
0.32          	0	0.400390625
0.6           	1	-0.4
1.0           	2	-0.583333333333
0.0           	1	0.0
0.414444444444	2	-0.0311111111111
0.0           	2	0.0
0.5           	3	0.5
0.6           	2	-0.075
0.745238095238	3	-0.371428571429
0.0           	2	0.0
0.1           	3	0.1
0.288888888889	2	-0.155555555556
0.0           	1	0.0
0.0           	4	0.0
0.6           	0	0.7
0.85          	5	0.15
0.666666666667	3	-0.270833333333
0.1           	6	0.0
1.0           	1	-0.25
0.3           	6	0.15
0.6           	2	-0.4
0.0           	0	0.0
0.52380952381 	4	0.0945616883117
0.344444444444	2	0.122222222222
0.65          	2	0.55
0.875         	5	-0.0608333333333
1.0           	1	-1.0
0.944444444444	3	-0.5
0.5           	2	0.0
0.0           	1	0.0
0.3           	6	0.15
0.0           	2	0.0
0.916666666667	4	-0.0833333333333
1.0           	0	0.5
0.0           	0	0.0
0.0           	1	0.0
0.65          	1	0.35
0.4425        	4	-0.0508333333333
0.0           	4	0.0
1.0           	1	-0.75
0.422222222222	7	0.0111111111111
0.694444444444	2	0.5625
0.5           	0	0.0
0.5           	1	0.5
0.7           	2	0.316666666667
0.5           	4	-0.1
1.0           	1	0.75
0.7           	2	0.8
1.0           	2	-0.5
0.133333333333	3	0.1
0.9           	3	-0.6
0.0           	2	0.0
0.3           	4	0.25
1.0           	1	0.0
0.633333333333	7	-0.55
0.666666666667	2	0.133333333333
0.25          	8	0.0
0.6           	1	0.875
0.744444444444	0	0.6
0.4           	6	0.0
0.0           	2	0.0
0.3           	6	0.15
0.538461538462	2	0.0
0.3           	2	0.35
1.0           	3	0.0
0.4           	1	0.3
0.0           	6	0.0
0.4           	6	0.0
0.4           	6	0.0
0.25          	1	-0.05
0.55          	1	-0.3125
0.4           	4	0.0
0.6           	1	-0.5
0.5           	0	0.125
0.4           	6	0.0
0.125         	1	0.0
0.0           	0	0.0
0.0           	1	0.0
0.0           	6	0.0
0.0           	0	0.0
0.535714285714	1	-0.178571428571
0.0           	3	0.0
0.866666666667	5	0.4
0.0           	2	0.0
0.8           	5	-0.45
0.0           	3	0.0
0.211111111111	3	0.122222222222
0.35          	6	-0.025
0.833333333333	4	-0.35
0.6           	4	0.5
0.1           	1	0.0
0.477272727273	4	0.0681818181818
0.3           	6	0.15
0.4           	6	0.0
0.850909090909	4	0.447272727273
0.425         	1	0.35
0.0           	2	0.0
0.0           	1	0.0
0.3           	5	0.0
0.0           	2	0.0
0.0           	0	0.0
0.458928571429	2	0.126785714286
0.401785714286	3	0.0446428571429
0.4           	2	-0.2
1.0           	2	0.0
0.3           	6	0.15
0.375         	3	-0.15625
0.2           	1	0.2
0.375         	1	-0.125
0.233333333333	2	0.0666666666667
0.7           	0	-0.2
0.761507936508	4	0.0589285714286
0.5           	3	0.5
